ShipmentWeek;OutletID;BookID;Book;Units;GrossAmount
2026-W27;P025;B004;Игры разума;14;5040
2026-W27;P025;B005;Шёпот времени;10;3800
2026-W27;P025;B006;Дорога домой;11;4400
2026-W27;P025;B007;Новый горизонт;12;5040
2026-W27;P025;B008;История города;13;5720
2026-W27;P025;B009;Морской ветер;14;6440
2026-W27;P025;B010;Зимний свет;10;4800
2026-W27;P025;B011;Летние письма;11;5500
2026-W27;P025;B012;Семейный альбом;12;6240
2026-W27;P025;B013;Научный поиск;13;7020
2026-W27;P025;B014;Большое путешествие;14;7840
2026-W27;P025;B015;Сила привычки;10;5800
2026-W27;P025;B016;Язык чисел;11;6600
2026-W27;P025;B017;Время читать;12;7440
2026-W27;P025;B018;Открытая дверь;13;8320
2026-W27;P025;B019;Дальний берег;14;9240
2026-W27;P025;B020;Карта мира;10;6800
2026-W27;P025;B021;Садовые истории;11;7700
2026-W27;P025;B022;Точка отсчёта;12;8640
2026-W27;P025;B023;Музыка дождя;13;9620
2026-W27;P025;B024;Книга открытий;14;10640
2026-W27;P026;B001;Тихий сад;10;3000
2026-W27;P026;B002;Северный экспресс;11;3520
2026-W27;P026;B003;Дом у маяка;12;4080
2026-W27;P026;B004;Игры разума;13;4680
2026-W27;P026;B005;Шёпот времени;14;5320
2026-W27;P026;B006;Дорога домой;10;4000
2026-W27;P026;B007;Новый горизонт;11;4620
2026-W27;P026;B008;История города;12;5280
2026-W27;P026;B009;Морской ветер;13;5980
2026-W27;P026;B010;Зимний свет;14;6720
2026-W27;P026;B011;Летние письма;10;5000
2026-W27;P026;B012;Семейный альбом;11;5720
2026-W27;P026;B013;Научный поиск;12;6480
2026-W27;P026;B014;Большое путешествие;13;7280
2026-W27;P026;B015;Сила привычки;14;8120
2026-W27;P026;B016;Язык чисел;10;6000
2026-W27;P026;B017;Время читать;11;6820
2026-W27;P026;B018;Открытая дверь;12;7680
2026-W27;P026;B019;Дальний берег;13;8580
2026-W27;P026;B020;Карта мира;14;9520
2026-W27;P026;B021;Садовые истории;10;7000
2026-W27;P026;B022;Точка отсчёта;11;7920
2026-W27;P026;B023;Музыка дождя;12;8880
2026-W27;P026;B024;Книга открытий;13;9880
2026-W27;P027;B001;Тихий сад;14;4200
2026-W27;P027;B002;Северный экспресс;10;3200
2026-W27;P027;B003;Дом у маяка;11;3740
2026-W27;P027;B004;Игры разума;12;4320
2026-W27;P027;B005;Шёпот времени;13;4940
2026-W27;P027;B006;Дорога домой;14;5600
2026-W27;P027;B007;Новый горизонт;10;4200
2026-W27;P027;B008;История города;11;4840
2026-W27;P027;B009;Морской ветер;12;5520
2026-W27;P027;B010;Зимний свет;13;6240
2026-W27;P027;B011;Летние письма;14;7000
2026-W27;P027;B012;Семейный альбом;10;5200
2026-W27;P027;B013;Научный поиск;11;5940
2026-W27;P027;B014;Большое путешествие;12;6720
2026-W27;P027;B015;Сила привычки;13;7540
2026-W27;P027;B016;Язык чисел;14;8400
2026-W27;P027;B017;Время читать;10;6200
2026-W27;P027;B018;Открытая дверь;11;7040
2026-W27;P027;B019;Дальний берег;12;7920
2026-W27;P027;B020;Карта мира;13;8840
2026-W27;P027;B021;Садовые истории;14;9800
2026-W27;P027;B022;Точка отсчёта;10;7200
2026-W27;P027;B023;Музыка дождя;11;8140
2026-W27;P027;B024;Книга открытий;12;9120
2026-W27;P028;B001;Тихий сад;13;3900
2026-W27;P028;B002;Северный экспресс;14;4480
2026-W27;P028;B003;Дом у маяка;10;3400
2026-W27;P028;B004;Игры разума;11;3960
2026-W27;P028;B005;Шёпот времени;12;4560
2026-W27;P028;B006;Дорога домой;13;5200
2026-W27;P028;B007;Новый горизонт;14;5880
2026-W27;P028;B008;История города;10;4400
2026-W27;P028;B009;Морской ветер;11;5060
2026-W27;P028;B010;Зимний свет;12;5760
2026-W27;P028;B011;Летние письма;13;6500
2026-W27;P028;B012;Семейный альбом;14;7280
2026-W27;P028;B013;Научный поиск;10;5400
2026-W27;P028;B014;Большое путешествие;11;6160
2026-W27;P028;B015;Сила привычки;12;6960
2026-W27;P028;B016;Язык чисел;13;7800
2026-W27;P028;B017;Время читать;14;8680
2026-W27;P028;B018;Открытая дверь;10;6400
2026-W27;P028;B019;Дальний берег;11;7260
2026-W27;P028;B020;Карта мира;12;8160
2026-W27;P028;B021;Садовые истории;13;9100
2026-W27;P028;B022;Точка отсчёта;14;10080
2026-W27;P028;B023;Музыка дождя;10;7400
2026-W27;P028;B024;Книга открытий;11;8360
2026-W27;P029;B001;Тихий сад;12;3600
2026-W27;P029;B002;Северный экспресс;13;4160
2026-W27;P029;B003;Дом у маяка;14;4760
2026-W27;P029;B004;Игры разума;10;3600
2026-W27;P029;B005;Шёпот времени;11;4180
2026-W27;P029;B006;Дорога домой;12;4800
2026-W27;P029;B007;Новый горизонт;13;5460
2026-W27;P029;B008;История города;14;6160
2026-W27;P029;B009;Морской ветер;10;4600
2026-W27;P029;B010;Зимний свет;11;5280
2026-W27;P029;B011;Летние письма;12;6000
2026-W27;P029;B012;Семейный альбом;13;6760
2026-W27;P029;B013;Научный поиск;14;7560
2026-W27;P029;B014;Большое путешествие;10;5600
2026-W27;P029;B015;Сила привычки;11;6380
2026-W27;P029;B016;Язык чисел;12;7200
2026-W27;P029;B017;Время читать;13;8060
2026-W27;P029;B018;Открытая дверь;14;8960
2026-W27;P029;B019;Дальний берег;10;6600
2026-W27;P029;B020;Карта мира;11;7480
2026-W27;P029;B021;Садовые истории;12;8400
2026-W27;P029;B022;Точка отсчёта;13;9360
2026-W27;P029;B023;Музыка дождя;14;10360
2026-W27;P029;B024;Книга открытий;10;7600
2026-W27;P030;B001;Тихий сад;11;3300
2026-W27;P030;B002;Северный экспресс;12;3840
2026-W27;P030;B003;Дом у маяка;13;4420
2026-W27;P030;B004;Игры разума;14;5040
2026-W27;P030;B005;Шёпот времени;10;3800
2026-W27;P030;B006;Дорога домой;11;4400
2026-W27;P030;B007;Новый горизонт;12;5040
2026-W27;P030;B008;История города;13;5720
2026-W27;P030;B009;Морской ветер;14;6440
2026-W27;P030;B010;Зимний свет;10;4800
2026-W27;P030;B011;Летние письма;11;5500
2026-W27;P030;B012;Семейный альбом;12;6240
2026-W27;P030;B013;Научный поиск;13;7020
2026-W27;P030;B014;Большое путешествие;14;7840
2026-W27;P030;B015;Сила привычки;10;5800
2026-W27;P030;B016;Язык чисел;11;6600
2026-W27;P030;B017;Время читать;12;7440
2026-W27;P030;B018;Открытая дверь;13;8320
2026-W27;P030;B019;Дальний берег;14;9240
2026-W27;P030;B020;Карта мира;10;6800
2026-W27;P030;B021;Садовые истории;11;7700
2026-W27;P030;B022;Точка отсчёта;12;8640
2026-W27;P030;B023;Музыка дождя;13;9620
2026-W27;P030;B024;Книга открытий;14;10640
2026-W27;P031;B001;Тихий сад;10;3000
2026-W27;P031;B002;Северный экспресс;11;3520
2026-W27;P031;B003;Дом у маяка;12;4080
2026-W27;P031;B004;Игры разума;13;4680
2026-W27;P031;B005;Шёпот времени;14;5320
2026-W27;P031;B006;Дорога домой;10;4000
2026-W27;P031;B007;Новый горизонт;11;4620
2026-W27;P031;B008;История города;12;5280
2026-W27;P031;B009;Морской ветер;13;5980
2026-W27;P031;B010;Зимний свет;14;6720
2026-W27;P031;B011;Летние письма;10;5000
2026-W27;P031;B012;Семейный альбом;11;5720
2026-W27;P031;B013;Научный поиск;12;6480
2026-W27;P031;B014;Большое путешествие;13;7280
2026-W27;P031;B015;Сила привычки;14;8120
2026-W27;P031;B016;Язык чисел;10;6000
2026-W27;P031;B017;Время читать;11;6820
2026-W27;P031;B018;Открытая дверь;12;7680
2026-W27;P031;B019;Дальний берег;13;8580
2026-W27;P031;B020;Карта мира;14;9520
2026-W27;P031;B021;Садовые истории;10;7000
2026-W27;P031;B022;Точка отсчёта;11;7920
2026-W27;P031;B023;Музыка дождя;12;8880
2026-W27;P031;B024;Книга открытий;13;9880
2026-W27;P032;B001;Тихий сад;14;4200
2026-W27;P032;B002;Северный экспресс;10;3200
2026-W27;P032;B003;Дом у маяка;11;3740
2026-W27;P032;B004;Игры разума;12;4320
2026-W27;P032;B005;Шёпот времени;13;4940
2026-W27;P032;B006;Дорога домой;14;5600
2026-W27;P032;B007;Новый горизонт;10;4200
2026-W27;P032;B008;История города;11;4840
2026-W27;P032;B009;Морской ветер;12;5520
2026-W27;P032;B010;Зимний свет;13;6240
2026-W27;P032;B011;Летние письма;14;7000
2026-W27;P032;B012;Семейный альбом;10;5200
2026-W27;P032;B013;Научный поиск;11;5940
2026-W27;P032;B014;Большое путешествие;12;6720
2026-W27;P032;B015;Сила привычки;13;7540
2026-W27;P032;B016;Язык чисел;14;8400
2026-W27;P032;B017;Время читать;10;6200
2026-W27;P032;B018;Открытая дверь;11;7040
2026-W27;P032;B019;Дальний берег;12;7920
2026-W27;P032;B020;Карта мира;13;8840
2026-W27;P032;B021;Садовые истории;14;9800
2026-W27;P032;B022;Точка отсчёта;10;7200
2026-W27;P032;B023;Музыка дождя;11;8140
2026-W27;P032;B024;Книга открытий;12;9120
2026-W27;P033;B001;Тихий сад;13;3900
2026-W27;P033;B002;Северный экспресс;14;4480
2026-W27;P033;B003;Дом у маяка;10;3400
2026-W27;P033;B004;Игры разума;11;3960
2026-W27;P033;B005;Шёпот времени;12;4560
2026-W27;P033;B006;Дорога домой;13;5200
2026-W27;P033;B007;Новый горизонт;14;5880
2026-W27;P033;B008;История города;10;4400
2026-W27;P033;B009;Морской ветер;11;5060
2026-W27;P033;B010;Зимний свет;12;5760
2026-W27;P033;B011;Летние письма;13;6500
2026-W27;P033;B012;Семейный альбом;14;7280
2026-W27;P033;B013;Научный поиск;10;5400
2026-W27;P033;B014;Большое путешествие;11;6160
2026-W27;P033;B015;Сила привычки;12;6960
2026-W27;P033;B016;Язык чисел;13;7800
2026-W27;P033;B017;Время читать;14;8680
2026-W27;P033;B018;Открытая дверь;10;6400
2026-W27;P033;B019;Дальний берег;11;7260
2026-W27;P033;B020;Карта мира;12;8160
2026-W27;P033;B021;Садовые истории;13;9100
2026-W27;P033;B022;Точка отсчёта;14;10080
2026-W27;P033;B023;Музыка дождя;10;7400
2026-W27;P033;B024;Книга открытий;11;8360
2026-W27;P034;B001;Тихий сад;12;3600
2026-W27;P034;B002;Северный экспресс;13;4160
2026-W27;P034;B003;Дом у маяка;14;4760
2026-W27;P034;B004;Игры разума;10;3600
2026-W27;P034;B005;Шёпот времени;11;4180
2026-W27;P034;B006;Дорога домой;12;4800
2026-W27;P034;B007;Новый горизонт;13;5460
2026-W27;P034;B008;История города;14;6160
2026-W27;P034;B009;Морской ветер;10;4600
2026-W27;P034;B010;Зимний свет;11;5280
2026-W27;P034;B011;Летние письма;12;6000
2026-W27;P034;B012;Семейный альбом;13;6760
2026-W27;P034;B013;Научный поиск;14;7560
2026-W27;P034;B014;Большое путешествие;10;5600
2026-W27;P034;B015;Сила привычки;11;6380
2026-W27;P034;B016;Язык чисел;12;7200
2026-W27;P034;B017;Время читать;13;8060
2026-W27;P034;B018;Открытая дверь;14;8960
2026-W27;P034;B019;Дальний берег;10;6600
2026-W27;P034;B020;Карта мира;11;7480
2026-W27;P034;B021;Садовые истории;12;8400
2026-W27;P034;B022;Точка отсчёта;13;9360
2026-W27;P034;B023;Музыка дождя;14;10360
2026-W27;P034;B024;Книга открытий;10;7600
2026-W27;P035;B001;Тихий сад;11;3300
2026-W27;P035;B002;Северный экспресс;12;3840
2026-W27;P035;B003;Дом у маяка;13;4420
2026-W27;P035;B004;Игры разума;14;5040
2026-W27;P035;B005;Шёпот времени;10;3800
2026-W27;P035;B006;Дорога домой;11;4400
2026-W27;P035;B007;Новый горизонт;12;5040
2026-W27;P035;B008;История города;13;5720
2026-W27;P035;B009;Морской ветер;14;6440
2026-W27;P035;B010;Зимний свет;10;4800
2026-W27;P035;B011;Летние письма;11;5500
2026-W27;P035;B012;Семейный альбом;12;6240
2026-W27;P035;B013;Научный поиск;13;7020
2026-W27;P035;B014;Большое путешествие;14;7840
2026-W27;P035;B015;Сила привычки;10;5800
2026-W27;P035;B016;Язык чисел;11;6600
2026-W27;P035;B017;Время читать;12;7440
2026-W27;P035;B018;Открытая дверь;13;8320
